fascist_uh;파쇼는 사회 개혁의 시행과 정치개혁의 후퇴를 지지합니다. 그러나 여당이 아니면 어떠한 개혁도 반대합니다.;Fascists support the extension of social reform, and the removal of political reform, but will oppose any reform as long as the ruling party is not Fascist.;;;;;;;;;;;;x;
reactionary_uh;반동주의자는 모든 개혁의 시행을 반대하며, 동시에 후퇴를 지지합니다.;Reactionaries always attempt to roll back both political and social reforms.;;;;;;;;;;;;x;
conservative_uh;보수주의자는 현상 유지를 선호합니다. 그러나 불만도가 높으면 정치개혁의 후퇴를 지지합니다.;Conservatives prefer the status-quo, but may back reforms under conditions of high militancy.;;;;;;;;;;;;x;
socialist_uh;사회주의자는 사회개혁의 시행을 지지합니다. 그러나 불만도가 높으면 정치개혁의 후퇴를 지지합니다.;Socialists want to see the enactment of further social reforms, but may back political reforms under conditions of high militancy.;;;;;;;;;;;;x;
communist_uh;공산주의자는 사회개혁의 시행과 정치개혁의 후퇴를 지지합니다.;Communists want to enact social reforms, but want to see political reforms rolled back.;;;;;;;;;;;;x;
liberal_uh;자유주의자는 정치개혁의 시행을 지지합니다. 그러나 불만도가 높으면 사회개혁의 시행도 지지합니다.;Liberals want to enact further political reforms, but will also support social reform under conditions of high militancy.;;;;;;;;;;;;x;
anarcho_liberal_uh;아나르코자본주의자는 사회개혁의 후퇴를 지지하며, 어떠한 개혁의 시행도 지지하지 않습니다.;Anarcho-Liberals want to see social reforms rolled back, and will never support further reforms of any kind.;;;;;;;;;;;;x;
NORMAL_WAR_FREE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 해방전쟁;$ORDER$$FIRST_COUNTRY$ War of $COUNTRY$ Freedom;;;;;;;;;;;;x;
AGRESSION_WAR_FREE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 해방전쟁;$ORDER$$FIRST_COUNTRY$ War of Propping up $COUNTRY$;;;;;;;;;;;;x;
NORMAL_WAR_COLONIAL_NAME;$ORDER$$STATE$ 정복전쟁;$ORDER$$FIRST_COUNTRY$ Colonial Conquest of $STATE$;;;;;;;;;;;;x;
AGRESSION_WAR_COLONIAL_NAME;$ORDER$$STATE$ 식민지전쟁;$ORDER$$FIRST_COUNTRY$ Colonial War for $STATE$;;;;;;;;;;;;x;
NORMAL_WAR_TAKE_NAME;$ORDER$$ORDER$$STATE$ 정복전쟁;$ORDER$$FIRST_COUNTRY$ Conquest of $STATE$;;;;;;;;;;;;x;
AGRESSION_WAR_TAKE_NAME;$ORDER$$STATE$ 전쟁;$ORDER$$FIRST_COUNTRY$ War of $STATE$;;;;;;;;;;;;x;
NORMAL_WAR_TAKE_CORE_NAME;$ORDER$$STATE$ 해방전쟁;$ORDER$$FIRST_COUNTRY$ Liberation of $STATE$;;;;;;;;;;;;x;
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$STATE$ 전쟁;$ORDER$$FIRST_COUNTRY$ Aggression for $STATE$;;;;;;;;;;;;x;
NORMAL_WAR_TAKE_SPHERE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$COUNTRY$ War;;;;;;;;;;;;x;
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$FIRST_COUNTRY$-$SECOND$ War over $COUNTRY$;;;;;;;;;;;;x;
NORMAL_WAR_ADD_SPHERE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$War of $SECOND$ Submission;;;;;;;;;;;;x;
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$War of $SECOND$ Subjugation;;;;;;;;;;;;x;
NORMAL_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$ 내전;$ORDER$$FIRST_COUNTRY$ Civil War;;;;;;;;;;;;x;
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$ 내전;$ORDER$$FIRST_COUNTRY$ Civil War;;;;;;;;;;;;x;
NORMAL_WAR_CONQUEST_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$Conquest of $SECOND$ War;;;;;;;;;;;;x;
AGRESSION_WAR_CONQUEST_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$War of $FIRST_COUNTRY$ Aggression against $SECOND_COUNTRY$;;;;;;;;;;;;x;
PROV1723;발보아;Balboa;;;;;;;;;;;;x;
PROV353;사레마;?el;;;;;;;;;;;;x;
BAD_ADJ;바덴령;Baden;Baden;;;;;;;;;;;;x;
EVTNAME15310;지하대학;The Flying University;;;;;;;;;;;;x;
EVTNAME15060;첫번째 농민은행;First Farmer's Bank;;;;;;;;;;;;x;
hms_government;입헌군주제;HM's Government;;;;;;;;;;;;x;
EVTNAME19310;천명;The Mandate of Heaven;;;;;;;;;;;;x;
EVTDESC19310;"천명"은 중국 철학에 존재하는 개념입니다. 그 내용은 서양의 왕권신수설의 개념과 유사한 것으로, 역사적으로 군주의 권력의 정당하는데 쓰여왔습니다. 최근 중국이 강대국으로 떠오르자 민중들은 정부가 천명을 다시 얻었는가를 따지기 시작했습니다.;The 'Mandate of Heaven' is a concept in Chinese philosophy, similar to the western concept of the divine right of Kings, which has historically been used to both justify and motivate monarchical power. With our recent ascension to Great Power status our subjects have again become convinced that our government enjoys the The Mandate of Heaven.;;;;;;;;;;;;x;
EVTOPTA19310;좋아!;;Excellent!;;;;;;;;;;;;x;
EVTNAME19320;해가 떠오르는 나라;The Empire of the Sun;;;;;;;;;;;;x;
EVTDESC19320;일본은 해가 떠오르는 나라입니다. 서양인들이 흑선을 이끌고 연안에 나타난 이후, 일본은 수년 동안 강대한 서구의 뒤를 쫓았습니다. 최근 이 노력이 결실을 맺으면서 상황이 바뀌었습니다. 이제 강대국 일본의 신성한 영토를 침범하려는 무모한 서양 오랑캐들을 모두 격퇴하고 물리칠 신의 바람이 되어주세요!;Japan, land of the rising sun. For many years, since the black ships of the gaijin first appeared on our shores, our nation has been sailing in the wake of powers greater than and beyond our own. With our recent ascension to Great Power status the tides of fortune have turned. From now on let the winds repulse and break any foreign wave that dares wash over the sacred shores of the Great Power of Japan!;;;;;;;;;;;;x;
EVTOPTA19320;반자이!;Banzai!;;;;;;;;;;;;x;
REMOVE_TOPBAR_POPULATION;우리나라의 성인 남성 인구는 $CURR$입니다. 지난 $DAYS$일 동안 $CHANGE$만큼 변했습니다.;Our adult male population is $CURR$. Our adult male population has changed by approx. $CHANGE$ each month.;;;;;;;;;;;;x;
EVTNAME60080;노예로의 길;The Road to Serfdom;;;;;;;;;;;;x;
EVTDESC60080;최근 $COUNTRY$이(가) 침묵하고 있다는 섬뜩한 느낌이 들었습니다. 자유로운 의견 교환이 이뤄지던 거리 모퉁이, 버스 정류장, 술집, 대학 등에서 이제는 침묵의 소리만이 메아리를 울립니다. 점점 더 분명해지는 결론은 $COUNTRY$의 민주주의적 전통이 뒤집혔다는 것입니다. $COUNTRY$에서 인민을 위한, 인민이 하는, 인민의 정부는 사라졌습니다.;Lately an eerie feeling has crept over you that $COUNTRY$ is growing silent. Where before the free exchange of opinion and ideas could be heard, from street corners and bus stops to bars and universities, now only the sounds of silence gives echo. The conclusion that is becoming ever more evident, is that the tradition of $COUNTRY$ democracy has been subverted. In $COUNTRY$, at least, the government for, of and by the people, has perished from the earth.;;;;;;;;;;;;x;
EVTOPTA60080;우하하하하!;Muahahaha!;;;;;;;;;;;;x;
EVTNAME14210_sub;그들 모두가 '평화의 기회를!"라고 외치고 있습니다;All They're Saying is 'Give Peace a Chance!';;;;;;;;;;;;x;
EVTNAME14040;사랑과 전쟁;Love & War;;;;;;;;;;;;x;
EVTNAME14120_sub;지방 선거에서의 종교정책 논의;Religious policy debated in local election;;;;;;;;;;;;x;
EVTOPTA36898;빅토리아 여왕!;Victoria Regina!;;;;;;;;;;;;x;
EVTNAME11100;$FROMCOUNTRY$ 회의;The $FROMCOUNTRY$ Parliament;;;;;;;;;;;;x;
EVTDESC11100;$CULTURE_GROUP_UNION$ 내에서의 거대한 자유주의적인 민족주의의 물결이 $FROMCOUNTRY$ 정부를 무너뜨렸습니다. $CULTURE_GROUP_UNION$의 대표들은 소집된 회의에서 국가가 하나의 깃발 아래 단결해야 할 때라고 판단했습니다. 회의는 이 $CULTURE_GROUP_UNION$의 왕관을 우리에게 제안했습니다. 이를 수락한다면 국제적인 경종을 울리게 할 것이고, 혁명가들은 정치적인 보상을 요구할 것입니다.;A rising tide of liberal nationalism within greater $CULTURE_GROUP_UNION$ has toppled the government in $FROMCOUNTRY$. A parliament of liberal revolutionaries has been convened, with representatives from all of $CULTURE_GROUP_UNION$, which has decreed that the time is right for the nation to unite under one banner. The parliament has offered the crown of this united $CULTURE_GROUP_UNION$ to us. We could accept the offer, but doing so would cause international alarm, and require us to compensate the revolutionaries politically.;;;;;;;;;;;;x;
EVTOPTA11100;만세!;Hurrah!;;;;;;;;;;;;x;
EVTOPTB11100;시궁창과 운명을 함께 할 생각은 없다.;I will not accept a crown from the gutter.;;;;;;;;;;;;x;
EVTNAME11102;$CULTURE_GROUP_UNION$에 만세삼창!;Three Hurrahs For $CULTURE_GROUP_UNION$!;;;;;;;;;;;;x;
EVTDESC11102;$COUNTRY$ 전역에서 환호하는 군중들이 $COUNTRY$의 깃발 아래 $CULTURE_GROUP_UNION$을(를) 통일하겠다고 선언한 $CAPITAL$ 정부를 축하하기 위해 $CULTURE_GROUP_UNION$ 깃발을 흔들며 거리를 행진하고 있습니다.\n\n"우리는 너무 오랫동안 외세의 모략과 음모에 대해 앞날을 가로막혀왔습니다. 오늘 그리고 앞으로 우리는 고대부터 고향인 이곳에서 더욱 완벽하게 연대할 것입니다. $CULTURE_GROUP_UNION$ 만세!'\n\n;All around $COUNTRY$, jubilant crowds, waving the flag of $CULTURE_GROUP_UNION$, take to the streets in celebration, as the government in $CAPITAL$ has proclaimed the unification of all of $CULTURE_GROUP_UNION$ under the $COUNTRY$ flag.\n\n'For far too long have we let the machination and conspiracy of foreign powers set the course of our nation's life. Today, and forever -- here, in our ancient homeland -- we form the bonds of a more perfect union. Three Hurrahs for $CULTURE_GROUP_UNION$!'\n\n;;;;;;;;;;;;x;
EVTOPTA11102;만세!;Hurrah!;;;;;;;;;;;;x;
EVTOPTA17000;지금 참정권을 줄 생각은 없다.;There will be no suffrage at this junction;;;;;;;;;;;;x;
EVTOPTB17000;이 생각을 사람들이 지지해주면...;If only there were popular support for this idea...;;;;;;;;;;;;x;
#;;;;;;;;;;;;;;x;
EVTNAME60120;연방주의 증가;Increasing Federalism;;;;;;;;;;;;x;
EVTDESC60120;$COUNTRY$ 인민들이 $CULTURE_GROUP_UNION$에 속하는 동포와의 통일을 요구하기 시작하면서 문화민족주의가 불어닥쳤습니다. 이 상황에서 합병을 탄원하더라도, 국민이 이를 반대하는 것은 상상할 수 없는 일입니다.;A sentiment of cultural nationalism is sweeping $COUNTRY$, as people begin to clamor for unification with our cultural brethren in $CULTURE_GROUP_UNION$. We have little reason to doubt that they would object to a petition of annexation.;;;;;;;;;;;;x;
EVTOPTA60120;좋아, 하자;Let's do it;;;;;;;;;;;;x;
EVTNAME60130;$FROMCOUNTRY$의 합병 탄원;$FROMCOUNTRY$ Petitions for Annexation;;;;;;;;;;;;x;
EVTDESC60130;민족주의 감성의 파도에 떠밀린 $FROMCOUNTRY$ 정부가 $CAPITAL$에 탄원하기를, $COUNTRY$의 영구적 일원으로 병합해달라고 공식적으로 요청했습니다. 이런 움직임에 대한 반대는 거의 없는듯 합니다.;Following a surge in popular nationalist sentiments, the $FROMCOUNTRY$ government has placed a formal request with our authorities in $CAPITAL$ that they be allowed to join $COUNTRY$ in perpetual union. There seems to be little reason to oppose this move.;;;;;;;;;;;;x;
EVTOPTA60130;좋아, 하자;Let's do it;;;;;;;;;;;;x;
EVTOPTB60130;그렇게는 안된다, 쓰레기 같은 $FROMCOUNTRY$ 놈들.;By god no, $FROMCOUNTRY$ scum;;;;;;;;;;;;x;
NORMAL_WAR_RUDEBOI_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$FIRST$ War of $SECOND$ Containment;;;;;;;;;;;;x;
AGRESSION_WAR_RUDEBOI_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$FIRST$ War of $SECOND$ Containment;;;;;;;;;;;;x;
EVTNAME11103;천명의 붉은 셔츠대!;Expedition of The Thousand!;;;;;;;;;;;;x;
EVTDESC11103;$MONARCHTITLE$! 유명한 이탈리아 혁명가 주세페 가리발디와 그가 이끄는 천명의 붉은셔츠단이 $FROMCOUNTRY$ 정부를 타도하고 그 땅을 지배하에 두었다는 소식이 방금 도착했습니다. 이 거친 혁명가는 도처에서 이탈리아 삼색기를 흔들며 환호하는 군중들에게 이탈리아 전역의 해방자로서 환영받고 있습니다. 이탈리아 반도에서 우리나라가 지배적인 지위를 구축하고 있으므로, $FROMCOUNTRY$ 신정부는 신생 이탈리아의 탄생에 있어 $COUNTRY$의 종주권을 마땅히 인정하겠다고 전해왔습니다.;$MONARCHTITLE$! News have just reached us that renowned Italian freedom fighter Giuseppe Garibaldi and his 'Expedition of The Thousand' have broken and taken control of the government in $FROMCOUNTRY$. Everywhere this rugged freedom fighter goes jubilant crowds of Italians turn out to greet him -- waving the tricolor of the Italian nation -- as the liberator of all of Italy. On account of our dominant position on the peninsula, the newly formed government in $FROMCOUNTRY$ sends word that they accept $COUNTRY$'s natural position as the foremost among equals of the newly formed Italy.;;;;;;;;;;;;x;
EVTOPTA11103;일 리소르지멘토(이탈리아 통일운동)에 영광있으라!;Long live Il Risorgimento!;;;;;;;;;;;;x;
EVTOPTB11103;이 남자는 누구야? 무엇을 원하는 거지? ;Who is this man, and what does he want from me?;;;;;;;;;;;;x;
TRI_1743;트리폴리;Tripoli;;;;;;;;;;;;x;
NORMAL_WAR_CONCESSION_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ War of The $STATE$ Concession;;;;;;;;;;;;x;
AGRESSION_WAR_CONCESSION_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ War of The $STATE$ Concession;;;;;;;;;;;;x;
NORMAL_WAR_PROTECTORATE_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;;;;;;;;;;;;x;
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;;;;;;;;;;;;x;
NORMAL_WAR_UNIFICATION_NAME;$ORDER$ $FIRST_COUNTRY$의 $STATE$ 해방 전쟁;$ORDER$ $FIRST$ Liberation of $STATE$;;;;;;;;;;;;x;
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$ $FIRST_COUNTRY$의 $STATE$ 해방 전쟁;$ORDER$ $FIRST$ Liberation of $STATE$;;;;;;;;;;;;x;
REMOVE_PW_COLONY_NO_STATE;핵심 및 수용 문화에 속한 관료가 인구의 쬨$NUM$쬦% 이상이어야 합니다. 현재 비율은 쬨$CURR$쬦% 입니다;At least 쬨$NUM$쬦% of the population need to be Bureaucrats of an accepted Culture. Current ratio is 쬨$CURR$쬦%;;;;;;;;;;;;x;
USA_reactionary;남부 민주당;Southern Democrats;;;;;;;;;;;;x;
PROV2918;베냉만;Bight of Benin;;;;;;;;;;;;x;
PROV2921;기니해안;Coast of Guinea;;;;;;;;;;;;x;
PROV2922;세네감비아해안;Coast of Senegambia;;;;;;;;;;;;x;
EVTNAME32509;알래스카 매입;The Alaska Purchase?;;;;;;;;;;;;x;
EVTDESC32509;러시아령 북아메리카 매각 제안에 대해 워싱턴의 대사관 공사 에두아르트 안드레에비흐 스토에츠의 요청에 따라 오늘 미국은 협상에 들어가 응답이 있었습니다. 미국 정부는 우리에게 알래스카 지역을 1 에이커 당 2.3 센트의 가격에 구입하겠다고 나서고 있습니다. 이 가격은 비교적 정당한 것이라고 생각합니다. 알래스카 식민지는 영국과 전쟁이 경우 방위가 어려워지고 있습니다. 따라서 여기에서 알래스카를 매각하는 것은 그다지 좋은 생각이 아니라고 생각합니다. 어떻게합니까, $MONARCHTITLE$?;The feelers put out by Eduard Andreevich Stoeckl, charg?d'affaires at our embassy in Washington, have had results, as The United States has today offered to enter into negotiations over a proposed sale of our territories in North America. The Americans are offering us a price of 2.3 cents per acre for the Alaskan territories, and that price seems relatively fair. The colonies could become hard to defend in the event of war with the United Kingdom, so getting rid of them for a price now might not be such a bad idea. What say you, $MONARCHTITLE$?;;;;;;;;;;;;x;
EVTOPTA32509;매각하는 것이 좋겠다;We have more bad climate than we need anyway;;;;;;;;;;;;x;
EVTOPTB32509;나는 그렇게 생각하지 않는다. 미래에 알래스카까지 다리를 놓게 될지도 모르는거 아닌가?;No, I don't think so. Maybe we could build a bridge there someday?;;;;;;;;;;;;x;
EVTNAME32510;러시아의 수락!;Russia Accepts!;;;;;;;;;;;;x;
EVTDESC32510;$MONARCHTITLE$, 러시아가 알래스카 매각에 동의했습니다!;$MONARCHTITLE$, Russia has agreed to sell Alaska to us!;;;;;;;;;;;;x;
EVTOPTA32510;좋아!;Excellent!;;;;;;;;;;;;x;
EVTNAME32511;러시아의 거부!;Russia Declines!;;;;;;;;;;;;x;
EVTDESC32511;$MONARCHTITLE$, 러시아와의 알래스카 매각 협상이 표류 끝에 흐지부지됐습니다.;$MONARCHTITLE$, negotiations with Russia over a sale of the Alaska territory have stranded, and Russia has declined to sell us the territory.;;;;;;;;;;;;x;
EVTOPTA32511;젠장!;Blast!;;;;;;;;;;;;x;
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;;;;;;;;;;;;x;
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;;;;;;;;;;;;x;
HND_conservative;국민의회당;Nationalist Congress Party;;;;;;;;;;;;x;
HND_liberal;독립당;Independence Party;;;;;;;;;;;;x;
HND_reactionary;국민전선;National Front;;;;;;;;;;;;x;
HND_anarcho_liberal;자유의지당;Freedom Party;;;;;;;;;;;;x;
HND_socialist;인도국민의회;Indian National Congress;;;;;;;;;;;;x;
HND_communist;공산당;Communist Party;;;;;;;;;;;;x;
HND_fascist;통합당;Unity Party;;;;;;;;;;;;x;
HND;인도;India;India;;;;;;;;;;;;x;
REMOVE_unification_humiliate_cb_desc;같은 문화권에 속하는 강대국의 위신을 깎습니다.;Humiliate another Great Power to assert leadership over your common cultural union.;;;;;;;;;;;;x;
REMOVE_unification_humiliate_cb_setup;같은 문화권에 속하는 강대국의 위신을 깎습니다.;Humiliate another Great Power to assert leadership over your common cultural union.;;;;;;;;;;;;x;
NORMAL_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$-$SECOND_COUNTRY$ 형제 전쟁;The $FIRST$-$SECOND$ Brother's War;;;;;;;;;;;;x;
AGRESSION_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$-$SECOND_COUNTRY$ 형제 전쟁;The $FIRST$-$SECOND$ Brother's War;;;;;;;;;;;;x;
CHI_1496;홍콩 & 마카오;Hong Kong & Macao;;;;;;;;;;;;x;
ALD;알제리;Algeria;Algeria;;;;;;;;;;;;x;
SPA_2517;미크로네시아;Micronesia;;;;;;;;;;;;x;
DZG_ADJ;단치히령;Danziger;Danziger;;;;;;;;;;;;x;
EVTNAME13201;외교단 포위!;Diplomatic Mission under Siege!;;;;;;;;;;;;x;
EVTDESC13201;$FROMCOUNTRY$에서 도착한 소식에 따르면 그들이 우리 대사를 국외로 추방했으며, 동시에 군대를 동원해 대사관을 포위했다고 합니다. 해당 사건은 우리나라의 국제적 위신에 매우 큰 타격을 줬습니다. $FROMCOUNTRY$에 대한 공식적인 선전포고만이 더이상의 위신 하락을 피하는 길입니다. 어떻게 하시겠습니까?;News reaches us from $FROMCOUNTRY$ that the local ruling elites have thrown our ambassador out of the country, and that their troops are laying siege to our embassy with apparent intent to enforce that decision. This affair is developing into an enormous loss of international face, one which can only be avoided through a formal declaration of war against $FROMCOUNTRY$. Sire, how should we respond?;;;;;;;;;;;;x;
EVTOPTA13201;결단코!;By Jingo!;;;;;;;;;;;;x;
EVTOPTB13201;$FROMCOUNTRY$은(는) 잠자는 사자다. 그들이 깨어나서는 안된다.;Perhaps we should let the $FROMCOUNTRY$ Dragon sleep.;;;;;;;;;;;;x;
liberal_rebels_title;자코뱅파 반군;Jacobin Rebels;;;;;;;;;;;;x;
liberal_rebels_name;자코뱅파 반군;Jacobin Rebels;;;;;;;;;;;;x;
liberal_rebels_desc;자유주의자 모임인 자코뱅파 반군은 투표권 확대를 요구합니다. 전제군주제 하에서는 입헌군주제를 실현하려 하며, 이외의 통치체제에서는 민주주의를 실현하려 합니다.;Liberal Jacobin Rebels strive for the inclusion of broader stratas of the population in the government of the nation. In an absolute monarchy they will rise to impose a constitutional monarchy, whereas they in all other cases seek to establish a democracy.;;;;;;;;;;;;x;
liberal_rebels_army;공화국 수비대;Republican Guard;;;;;;;;;;;;x;
NORMAL_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;;;;;;;;;;;;x;
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;;;;;;;;;;;;x;
