REMOVE_RANDOM_ECO_REFORMS_EFFECT; 경제개혁(쬟$VAL$?)을 철회합니다.\n;Suppression de 쬟$VAL$? r?ormes ?onomiques.\n;쬟$VAL$? ?onomische Reformen entfernen.\n;;;;;;;;;;;x
REMOVE_RANDOM_MIL_REFORMS_EFFECT; 군사개혁(쬟$VAL$?)을 철회합니다.\n;Suppression de 쬟$VAL$? r?ormes militaires.\n;쬟$VAL$? milit?ische Reformen entfernen.\n;;;;;;;;;;;x
party_loyalty_focus;애당심;;;;;;;;;;;;x
fascist_focus;쬨파쇼주의쬦 애당심 ;Loyaut?envers le parti 쬨fasciste? ;Parteiloyalit? gegen?er 쬨fascist? ;;;;;;;;;;;x
reactionary_focus;쬨반동주의쬦 애당심 ;Loyaut?envers le parti 쬨r?ctionnaire? ;Parteiloyalit? gegen?er 쬨reactionary? ;;;;;;;;;;;x
conservative_focus;쬨보수주의쬦 애당심 ;Loyaut?envers le parti 쬨conservateur? ;Parteiloyalit? gegen?er 쬨conservative? ;;;;;;;;;;;x
socialist_focus;쬨사회주의쬦 애당심 ;Loyaut?envers le parti 쬨socialiste? ;Parteiloyalit? gegen?er 쬨socialist? ;;;;;;;;;;;x
communist_focus;쬨공산주의쬦 애당심 ;Loyaut?envers le parti 쬨communiste? ;Parteiloyalit? gegen?er 쬨communist? ;;;;;;;;;;;x
liberal_focus;쬨자유주의쬦 애당심 ;Loyaut?envers le parti 쬨lib?al? ;Parteiloyalit? gegen?er 쬨liberal? ;;;;;;;;;;;x
anarcho_liberal_focus;쬨아나르코자본주의쬦 애당심 ;Loyaut?envers le parti 쬨libertaire? ;Parteiloyalit? gegen?er 쬨anarcho-liberal? ;;;;;;;;;;;x
EVTNAME90000;$CB_TARGET_NAME$의 위협;;;;;;;;;;;;x
EVTDESC90000;모두가 알다시피, $CB_TARGET_NAME$은(는) 우리에게 무언가를 얻어내려 합니다. 도발적인 공격 개시는 이제 시간 문제입니다. 따라서 선수를 쳐서 자위권을 행사하는 것이 매우 당연한 순리입니다. 다행히도 그 더러운 계획에 대한 자세한 보고서가 최근 언론에 노출되면서 대중들이 우리의 계획에 힘을 실어주었습니다.;;;;;;;;;;;;x
EVTOPTA90000;그들이 우리를 향해 달려오고 있다!;;;;;;;;;;;;x
EVTNAME90001;$CB_TARGET_NAME$에 대한 임무;;;;;;;;;;;;x
EVTDESC90001;$CB_TARGET_NAME$ 군복을 입고 국경을 넘으려던 우리 병사들이 꽤 당황스런 실수로 인해 $CB_TARGET_NAME$ 당국에 체포됐습니다. 침략을 정당화하기 위해 국경침범 사건을 벌였다는 소문은 전혀 근거가 없지만, 당장은 이 뜨거운 화재에 기름을 끼얹지 않는 것이 현명할 것입니다.;;;;;;;;;;;;x
EVTOPTA90001;무슨 말을 하는 건가?;;;;;;;;;;;;x
EVTNAME90002;$CB_TARGET_NAME$의 폭정;;;;;;;;;;;;x
EVTDESC90002;정말 오랫동안 수많은 이들이 $CB_TARGET_NAME$의 해로운 영향권 하에서 신음하고 있습니다. 세계공동체를 위해 $CB_TARGET_NAME$이(가) 저지른 악행의 증거를 만국에 밝히고, $CB_TARGET_NAME$의 영향권에 속하는 국가들의 행복을 위해 그들을 품 안에 품어야 합니다.;;;;;;;;;;;;x
EVTOPTA90002;그들을 구원하겠다!;;;;;;;;;;;;x
EVTNAME90003;$CB_TARGET_NAME$의 폭정;;;;;;;;;;;;x
EVTDESC90003;$CB_TARGET_NAME$의 악행에 관한 진실된 사실을 밝혔음에도, $CB_TARGET_NAME$은(는) 자국의 영향권에 속한 빈국들을 도울 계획이 없어보입니다.;;;;;;;;;;;;x
EVTOPTA90003;어리석군!;;;;;;;;;;;;x
EVTNAME90004;$CB_TARGET_NAME$의 보호;;;;;;;;;;;;x
EVTDESC90004;우리와 같은 강대국의 보호가 없다면 $CB_TARGET_NAME$에 아무일도 벌어지지 않을 것입니다. 단기간 동안 그들이 반감을 가질 수도 있겠지만, 그럼에도 그들을 보호하려면 영향권에 편입해야만 합니다. After all, if they any sense they would be Great powers too.;;;;;;;;;;;;x
EVTOPTA90004;우리가 여기서 당신들을 돕겠소.;;;;;;;;;;;;x
EVTNAME90005;$CB_TARGET_NAME$에서의 낭패;;;;;;;;;;;;x
EVTDESC90005;$CB_TARGET_NAME$을(를) 영향권에 편입해 그들을 도우려 했지만, 정작 그들은 해당 행위에 격분했습니다. 모든 관련자들에게는 불미스러운 일이지만, 그들의 행동은 오히려 국제적인 여론을 우리의 번영에 동참해달라는 (강제적인) 요구에 반하게 만들었습니다.;;;;;;;;;;;;x
EVTOPTA90005;옳은 결정이다.;;;;;;;;;;;;x
EVTNAME90006;$CB_TARGET_NAME$ 제국주의의 종말;;;;;;;;;;;;x
EVTDESC90006;왜 $CB_TARGET_NAME$만이 1등급 식민지를 독차지해야 합니까? 이는 완벽히 불공평한 처사입니다. 그것이 전부입니다! 그들은 아마도 식민지를 제대로 개발하지도, 원주민들을 교육시키지도 못할겁니다! 무언가 해야 합니다. 우리에게도 식민지를 개발할만한 자격이 충분하다는 사실을 보여줘야 합니다!;.;;;;;;;;;;;x
EVTOPTA90006;좋은 결정이다.;;;;;;;;;;;;x
EVTNAME90007;식민지에서의 차질;;;;;;;;;;;;x
EVTDESC90007;온화하고 공정한 요구를 제안했음에도 $CB_TARGET_NAME$와(과)의 식민지 균형 재조정으로의 국제적인 지원은 없는 것 같습니다. 이 차질이 빚어지는 동안에도, 우리는 언젠가 해가 지지 않는 제국을 이룩하리라는 사실을 믿어 의심치 않습니다.;;;;;;;;;;;;x
EVTOPTA90007;알았다.;;;;;;;;;;;;x
EVTNAME90008;천의 도래!;;;;;;;;;;;;x
EVTDESC90008;모두가 동의할만큼이나 $CB_TARGET_NAME$은(는) 분수를 모릅니다. 너무 오랫동안 세계무대에서 거드름을 부려왔습니다. 고맙게도 드디어 만국의 동의와 국민들이 우리를 확고하게 지지합니다. $CB_TARGET_NAME$의 코를 반드시 납작하게 만들어야 합니다.;;;;;;;;;;;;x
EVTOPTA90008;좋은 소식이군.;;;;;;;;;;;;x
EVTNAME90009;머저리들!;;;;;;;;;;;;x
EVTDESC90009;$CB_TARGET_NAME$의 자만심이 명백히 드러났지만, 다른 국가들을 그 사실을 모르는듯 합니다. 그들이 말하는 자주권은 자기들 마음대로 군대를 갖고 자결권을 허락하는, 우리에게는 오만하게 보이는 것입니다!;;;;;;;;;;;;x
EVTOPTA90009;잘한 결정이다.;;;;;;;;;;;;x
EVTNAME90100;자유언론에 대한 갈망;;;;;;;;;;;;x
EVTNAME90102;공공집회에 대한 갈망;;;;;;;;;;;;x
EVTNAME90104;노동조합에 대한 갈망;;;;;;;;;;;;x
EVTDESC90100;시민들이 자유언론을 갈망하고 있습니다. 게다가 인접국에서 해당 개혁을 실시한 뒤로는 요구가 더욱 강해졌습니다.;;;;;;;;;;;;x
EVTOPTA90100;아마도 잘 해결할 수 있겠지.;Perhaps we can work something out;Peut-?re pourra-t-on en tirer quelque chose !;Vielleicht k?nen wir uns einigen;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTOPTB90100;절대 안돼!;;;;;;;;;;;;x
EVTDESC90102;시민들이 집회권을 갈망하고 있습니다. 게다가 인접국에서 해당 개혁을 실시한 뒤로는 요구가 더욱 강해졌습니다.;;;;;;;;;;;x
EVTDESC90104;시민들이 노동조합을 갈망하고 있습니다. 게다가 인접국에서 해당 개혁을 실시한 뒤로는 요구가 더욱 강해졌습니다.;;;;;;;;;;;;x
EVTNAME90101;약속을 파기하다;;;;;;;;;;;;x
EVTDESC90101;언론 자유화를 약속했음에도 상황은 조금도 변하지 않았으며 시민들은 더 분노했습니다.;;;;;;;;;;;;x
EVTOPTA90101;우울한 소식이군.;;;;;;;;;;;;x
EVTDESC90103;공공집회 허가를 약속했음에도 상황은 조금도 변하지 않았으며 시민들은 더 분노했습니다.;;;;;;;;;;;;x
EVTOPTA90103;군중들이 정말 싫다.;;;;;;;;;;;;x
EVTDESC90105;노동조합 허가를 약속했음에도 상황은 조금도 변하지 않았으며 시민들은 더 분노했습니다.;;;;;;;;;;;;x
EVTOPTA90105;착한 빨갱이는 죽은 빨갱이 뿐이다!;;;;;;;;;;;;x
EVTNAME90900;대중화;;;;;;;;;;;;x
EVTDESC90900;현재 중국은 서양 오랑캐들이 "문명국"이라 지칭할만큼 충분히 발전했습니다. 그러므로 그들은 중국의 속국 합병을 묵인하고 이권 침탈 거부를 존중해야 합니다.;;;;;;;;;;;;x
EVTOPTA90900;다시 하나로 모여야 한다.;;;;;;;;;;;;x
EVTDESC90901;문명화라는 새로운 상태에 이른 청이 속국들을 다시 자신들의 휘하에 다시 놓으려 합니다. 이를 받아들임은 곧 우리의 독립이 끝남을 의미합니다.;;;;;;;;;;;;x
EVTOPTA90901;다시 하나로 모여야 한다.;;;;;;;;;;;;x
EVTOPTA90910;서양의 마차!;;;;;;;;;;;;x
movement_party_appointed;참정권 확대 운동;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_USA_CSA_CSA;$ORDER$ 양키의 침공;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_USA_CSA_USA;$ORDER$ 딕시의 반란;;;;;;;;;;;;x
NORMAL_WAR_GUNBOAT_NAME;$ORDER$$FIRST_COUNTRY$의 $SECOND_COUNTRY$ 개입;$ORDER$$FIRST_COUNTRY$ intervention in $SECOND_COUNTRY$;;;;;;;;;;;;x
NORMAL_WAR_GUNBOAT_NAME_FRA_MEX;$ORDER$페이스트리 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_USA_MEX_USA;$ORDER$미국-멕시코 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_USA_MEX_MEX;$ORDER$멕시코-미국 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_USA_MEX_USA;$ORDER$미국-멕시코 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_USA_MEX_MEX;$ORDER$멕시코-미국;;;;;;;;;;;;x
NORMAL_WAR_GUNBOAT_NAME_ENG_CHI;$ORDER$아편 전쟁;;;;;;;;;;;;x
NORMAL_WAR_ADD_SPHERE_NAME_ENG_CHI;$ORDER$아편 전쟁;;;;;;;;;;;;x
NORMAL_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST_COUNTRY$ 독립전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_CHL_PEU;$ORDER$태평양 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_CHL_PEU;$ORDER$태평양 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_CHL_BOL;$ORDER$태평양 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_CHL_BOL;$ORDER$태평양 전쟁;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_ENG_TRN;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_ENG_ORA;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_ENG_TRN;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_ENG_ORA;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_ORA_ENG;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_TRN_ENG;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_ENG_TRN;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_ENG_ORA;$ORDER$보어 전쟁;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 괴뢰화 전쟁;War of $FIRST_COUNTRY$ Control Over $SECOND_COUNTRY$;;;;;;;;;;;;x
NORMAL_WAR_BOXER_NAME;$ORDER$의화단의 난;$ORDER$Boxer Rebellion;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_ENG_USA;$ORDER$$SECOND$ 영미전쟁;;;;;;;;;;;;x
NORMAL_WAR_NAME_ENG_USA;$ORDER$$SECOND_COUNTRY$ 영미전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_ENG_USA;$ORDER$$SECOND_COUNTRY$ 영미전쟁;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$SECOND_COUNTRY$ 영미전쟁;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_ENG_USA;$ORDER$$SECOND_COUNTRY$ 영미전쟁;;;;;;;;;;;;x
NORMAL_WAR_HUMILIATE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 명예실추 전쟁;;;;;;;;;;;x
NORMAL_WAR_UNIFICATION_NAME_PRU_FRA;$ORDER$프로이센-프랑스 전쟁;;;;;;;;;;;;x
NORMAL_WAR_UNIFICATION_NAME_NGF_FRA;$ORDER$프로이센-프랑스 전쟁;;;;;;;;;;;;x
EVTOPTB23212;계속 하늘을 지켜봐라!;;;;;;;;;;;;x
EVTNAME37226;인구 감소;;;;;;;;;;;;x
EVTDESC37226;매우 긴 세월 동안 모든 유럽 국가의 인구수는 증가해왔지만, 프랑스만은 19~20세기 동안 이해할 수 없을 정도로 매우 낮은 출산율을 보여왔습니다. 프랑스인들은 빅토리아시대가 저물어갈 무렵에야 러시아, 독일, 영국, 이탈리아가 자신들의 인구를 추월했음을 인식하기 시작했습니다.;;;;;;;;;;;;x
EVTOPTA37226;엄청난 충격이군!;;;;;;;;;;;;x
nationalize_title;외국자산 몰수!;;;;;;;;;;;;x
EVTNAME90950;자산 몰수! ;;;;;;;;;;;;x
EVTDESC90950;더러운 $FROMCOUNTRY$ 정부가 우리 자본의 투자금과 그 권리를 몰수해 국유화했습니다!;;;;;;;;;;;;x
EVTOPTA90950;있을 수 없는 일이다! ;;;;;;;;;;;;x
EVTOPTB90950;그대로 둬라.;;;;;;;;;;;;x
BOL_2305;아타카마;;;;;;;;;;;x
BOL_2314;포토시;;;;;;;;;;;x
XIN;신강;Xinjiang;Xinjiang;;;;;;;;;;;x
YNN;운귀;Yunnan;Yunnan;;;;;;;;;;;x
GXI;양광;Guangxi;Guangxi;;;;;;;;;;;x
MCK;만주;Mandchourie;Manchuria;;;;;;;;;;;x
XBI;섬감;Qinghai;Qinghai;;;;;;;;;;;x
EVTNAME23213;광기의 산맥;;;;;;;;;x;;
EVTDESC23213;우리 남극 탐사대원들이 어떤 공포를 느꼈습니다. 분간할 수 없는 어마어마한 이색적인 도시의 폐허에서 동식물을 발견했습니다. 고대에는 지구를 지배했던 이들입니다.;Things that ruled the Earth in the ancient past. Things that are returning and are filled with unspeakable hungers.;;;;;;;;;;x;;
EVTOPTA23213;음 별로 좋치 않아...;;;;;;;;x;;
TPG;태평천국;Royaume c?este;Himmlisches K?igreich;;;;;;;;;;x
TPG_conservative;서왕;;;;;;;;;;;x
TPG_liberal;익왕;;;;;;;;;;;x
TPG_reactionary;동왕;;;;;;;;;;;x
TPG_socialist;북왕;;;;;;;;;;;x
TPG_anarcho_liberal;급진당;;;;;;;;;;;x
TPG_communist;공산당;;;;;;;;;;;x
TPG_fascist;결속당;;;;;;;;;;;x
OK;예;;;;;;;;;;;;x
in_bankrupcy;파산;;;;;;;;;;;;x
in_bankrupcy_desc;파산했습니다!;;;;;;;;;;;;x
fascist_focus_short;쬨파쇼주의쬦 애당심;;;;;;;;;;;;x
reactionary_focus_short;쬨반동주의쬦 애당심;;;;;;;;;;;;x
conservative_focus_short;쬨보수주의쬦 애당심;;;;;;;;;;;;x
socialist_focus_short;쬨사회주의쬦 애당심;;;;;;;;;;;;x
communist_focus_short;쬨공산주의쬦 애당심;;;;;;;;;;;;x
liberal_focus_short;쬨자유주의쬦 애당심;;;;;;;;;;;;x
anarcho_liberal_focus_short;쬨아나르코자본주의쬦 애당심;;;;;;;;;;;;x
EVTNAME19355;세계대전;;;;;;;;;;;;x
EVTDESC19355;"우리 앞에는 정말 비통한 시련이 기다리고 있습니다. 우리 앞에는 수개월의 투쟁과 고통이 있습니다. 당신, 그에 대한 대책을 물었습니까? 저는 그 대책이 땅, 바다, 하늘에서 전쟁을 치루는 것이라고 말하겠습니다. 신께서 주신 모든 힘에 우리의 힘을 더해 엄청난 폭정에 맞서 전쟁을 치르는 것입니다. 이것이 우리의 대책입니다. 당신, 목표가 뭐라고 물었습니까? 한 마디로 대답할 수 있습니다. 바로 승리입니다. 어떤 희생을 치르더라도 승리해야만 하냐고 물으셨습니까? 승리의 길은 길고 험하지만, 승리가 없으면 생존도 없습니다."\n\n세계 각국에서 자국에 대한 국가적 자긍심이 커져가자, 강대국끼리의 충돌에서 완전한 승리가 아니면 받아들이지 않는 지경에 이르렀습니다. 앞으로 양측에 각각 둘 이상의 강대국이 참전하는 전쟁은 세계대전으로 간주합니다.;;;;;;;;;;;;x
EVTOPTA19355;신께서 우리를 도우신다.;;;;;;;;;;;;x
AGRESSION_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST_COUNTRY$ 독립전쟁;$ORDER$$FIRST$ War of Independence;;;;;;;;;;;;x
BYE;벨라루스;Bi?orussie;Wei?ussland;;Belarus;;;;;;;;;x
UBD;발트 연합공국 Baltic Provinces;;;;;;;;;;x
UBD_conservative;보수당;Conservatives;;;;;;;;;;;;x
UBD_liberal;자유당;Liberals;;;;;;;;;;;;x
UBD_reactionary;반동당;Reactionaries;;;;;;;;;;;;x
UBD_anarcho_liberals;급진당;;;;;;;;;;;x
UBD_socialist;사회당;Socialists;;;;;;;;;;;;x
UBD_communist;볼세비키;Bolsheviks;;;;;;;;;;;;x
UBD_fascist;국가사회주의당;National Socialist Party;;;;;;;;;;;;x
BYE_conservative;보수당;Conservatives;;;;;;;;;;;;x
BYE_liberal;자유당;Liberals;;;;;;;;;;;;x
BYE_reactionary;반동당;Reactionaries;;;;;;;;;;;;x
BYE_anarcho_liberals;급진당;Anarcho-Liberals;;;;;;;;;;;;x
BYE_socialist;벨라루스 사회당;Belarusian Socialist Assembly;;;;;;;;;;;;x
BYE_communist;볼세비키;Bolsheviks;;;;;;;;;;;;x
BYE_fascist;국가사회주의당;National Socialist Party;;;;;;;;;;;;x
PLC;폴란드-리투아니아;Poland-Lithuania;;;;;;;;;x;
PLC_conservative;국민민주당;Str. Narodowo-Demokratyczne;;;;;;;;;;x
PLC_liberal;애국당;Stronnictwo Patriotyczne;;;;;;;;;;x
PLC_reactionary;친러동맹;Konfederacja Targowicka;;;;;;;;;;x
PLC_anarcho_liberal;급진당;Stronnictwo Radykalny;;;;;;;;;;x
PLC_socialist;사회당;Partia Socjalistyczna;;;;;;;;;;x
PLC_communist;사회민주당;Partia Socjaldemokracja;;;;;;;;;;x
PLC_fascist;국민당;Stronnictwo Narodowe;;;;;;;;;;x
ARA;아라비아;Arabia;;;;;;;;;;x
ARA_conservative;보수당;Conservatives;;;;;;;;;;;;x
ARA_liberal;자유당;Liberals;;;;;;;;;;;;x
ARA_reactionary;반동당;Reactionaries;;;;;;;;;;;;x
ARA_anarcho_liberals;급진당;Anarcho-Liberals;;;;;;;;;;;;x
ARA_socialist;사회당;Socialists;;;;;;;;;;;;x
ARA_communist;공산당;Communists;;;;;;;;;;;;x
ARA_fascist;국가사회주의당;National Socialist Party;;;;;;;;;;;;x
GCO;그란콜롬비아;Gran Colombia;Grande Colombie;;;;;;;;;;;;x
GCO_conservative;중앙집중당;Partido Centralista;;;;;;;;;;x
GCO_conservative_2;신중앙당;Nuevo Partido Centralista;;;;;;;;;;x
GCO_liberal;연방당;Partido Federalista;;;;;;;;;;x
GCO_liberal_2;신연방당;Nuevo Partido Federalista;;;;;;;;;;x
GCO_liberal_3;자치당;Partido Autonomista;;;;;;;;;;x
GCO_anarcho_liberal;급진당;Partido Radical;;;;;;;;;;x
GCO_reactionary;전통당;Partido Traditionalista;;;;;;;;;;x
GCO_socialist;사회혁명당;Partido Socialista Revolucionario;;;;;;;;;;x
GCO_communist;공산당;Partido Communist;;;;;;;;;;x
GCO_fascist;국가사회주의당;Partido Fascist;;;;;;;;;;x
arab;아랍;;;;;;;;;;;;x
form_arabia_title;아라비아 결성;;;;;;;;;;;;x
form_arabia_desc;형제들이여, 자유가 이곳에 있습니다. 우리는 운명을 건 전투에서 승리했습니다. 이제 아랍인들은 부활의 길에 섰습니다!;;;;;;;;;;;;x
EVTNAME111011928;아라비아 결성;;;;;;;;;;;;x
EVTDESC111011928;타국에서 전쟁과 외교를 통해 아라비아 연방을 결성했다고 합니다. 이 연방에 가입할까요?;;;;;;;;;;;;x
EVTOPTA111011928;물론!;;;;;;;;;;;;x
EVTOPTB111011928;절대 안돼!;;;;;;;;;;;;x
